x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20

0.2565925121307373,0.8538657426834106,1.5681589502491988e-06,0.3733924925327301,0.784400463104248,-0.15183871984481812,0.39744338393211365,0.6002629399299622,-0.16926056146621704,0.2883540689945221,0.4882121980190277,-0.15895965695381165,0.1708243191242218,0.4465949237346649,-0.13381712138652802,0.42961010336875916,0.4530893862247467,-0.06191008538007736,0.4043656289577484,0.28080594539642334,-0.1132085770368576,0.3672688901424408,0.16339510679244995,-0.14798769354820251,0.3306117653846741,0.06530609726905823,-0.16866035759449005,0.3409612476825714,0.4550814926624298,-0.026085354387760162,0.36178117990493774,0.25586384534835815,-0.07729244977235794,0.37319883704185486,0.1401725709438324,-0.10505370050668716,0.3781368136405945,0.046733856201171875,-0.11047062277793884,0.24573209881782532,0.48939627408981323,-0.014606759883463383,0.20432738959789276,0.36892828345298767,-0.1424279510974884,0.23216140270233154,0.5067448019981384,-0.17652274668216705,0.25442934036254883,0.5841168165206909,-0.15378381311893463,0.1575533002614975,0.5467416644096375,-0.01354027446359396,0.14847393333911896,0.456743448972702,-0.12535002827644348,0.1855345368385315,0.5534927248954773,-0.14163954555988312,0.19517242908477783,0.6244866251945496,-0.126113161444664
0.7811735272407532,0.8860079050064087,8.259773949248483e-07,0.8450222611427307,0.8195386528968811,-0.05938798189163208,0.8631314039230347,0.718308687210083,-0.07542721927165985,0.7966141700744629,0.6468828916549683,-0.08691731095314026,0.7286255359649658,0.6030277013778687,-0.09351973980665207,0.8605020642280579,0.6130331754684448,-0.01738419197499752,0.8371856212615967,0.5012357234954834,-0.055354874581098557,0.8090330958366394,0.43330851197242737,-0.08190057426691055,0.7759633660316467,0.3738888204097748,-0.09581201523542404,0.8027634620666504,0.6175805926322937,-0.012686219066381454,0.8063381910324097,0.48223644495010376,-0.056864283978939056,0.8032605051994324,0.40314483642578125,-0.08089836686849594,0.7961352467536926,0.3384850323200226,-0.0857272520661354,0.7490231990814209,0.644425094127655,-0.018037136644124985,0.7136914730072021,0.5874415040016174,-0.09603772312402725,0.734830379486084,0.6675846576690674,-0.10998932272195816,0.7569318413734436,0.7194446921348572,-0.09079550951719284,0.6993058323860168,0.6840525269508362,-0.02680249512195587,0.6843302845954895,0.6391627192497253,-0.08800949901342392,0.7062894701957703,0.702255129814148,-0.08598047494888306,0.724486231803894,0.7467608451843262,-0.0664648488163948
0.47758787870407104,0.9166422486305237,1.0360776059314958e-06,0.5662505030632019,0.8415292501449585,-0.06299986690282822,0.5978808403015137,0.7257826328277588,-0.08487026393413544,0.5196863412857056,0.6451804637908936,-0.1040039137005806,0.43599966168403625,0.5934358835220337,-0.11878938227891922,0.5679518580436707,0.5977072715759277,-0.027640733867883682,0.553958535194397,0.4639487564563751,-0.06252490729093552,0.5314018726348877,0.38139399886131287,-0.08554156869649887,0.5092107057571411,0.3094862103462219,-0.09970569610595703,0.4988155961036682,0.5979418754577637,-0.026820916682481766,0.5063875317573547,0.44034111499786377,-0.06698533892631531,0.5139375925064087,0.34937652945518494,-0.09043338149785995,0.5162917375564575,0.2794938087463379,-0.09827036410570145,0.4362359642982483,0.6289553642272949,-0.034949298948049545,0.42088741064071655,0.5416243076324463,-0.11049582064151764,0.4497552514076233,0.6253020167350769,-0.12046833336353302,0.46659234166145325,0.6915456652641296,-0.10159210115671158,0.3791223168373108,0.6807091236114502,-0.04723895341157913,0.3781127333641052,0.6110407114028931,-0.10802900791168213,0.41523560881614685,0.6634273529052734,-0.10458918660879135,0.43838709592819214,0.714012622833252,-0.08564193546772003,0.6169117093086243,0.8939440846443176,9.622922334528994e-07,0.6709000468254089,0.8341690301895142,-0.0791439488530159,0.6663007736206055,0.7278598546981812,-0.1130928099155426,0.5746214985847473,0.6468623280525208,-0.13348670303821564,0.47822585701942444,0.5935238599777222,-0.15451034903526306,0.66654372215271,0.6285789608955383,-0.08262862265110016,0.6294116377830505,0.49076783657073975,-0.12226796895265579,0.5966222882270813,0.39512962102890015,-0.1517271101474762,0.5648568272590637,0.3129274249076843,-0.17272229492664337,0.6100557446479797,0.6207859516143799,-0.06244814395904541,0.5816583037376404,0.4698464572429657,-0.10301065444946289,0.555680513381958,0.3685026466846466,-0.13408346474170685,0.5322303771972656,0.28271475434303284,-0.15300051867961884,0.5682565569877625,0.6418185830116272,-0.04660160467028618,0.5260512828826904,0.5339876413345337,-0.08971941471099854,0.5014667510986328,0.5068747401237488,-0.107254758477211,0.48929426074028015,0.4810519814491272,-0.11137938499450684,0.5302743911743164,0.6814906597137451,-0.035875868052244186,0.4808914065361023,0.6224745512008667,-0.07217470556497574,0.46475720405578613,0.6293712258338928,-0.07651708275079727,0.4569016396999359,0.635576069355011,-0.07289049029350281

0.22311262786388397,0.8475856781005859,8.577091534789361e-07,0.2806274890899658,0.7768334746360779,-0.07908821851015091,0.2772509455680847,0.6668615341186523,-0.09387184679508209,0.1943516731262207,0.6037339568138123,-0.09718581289052963,0.11817455291748047,0.5661143660545349,-0.09290220588445663,0.2723165452480316,0.5510994791984558,-0.0324212871491909,0.22207912802696228,0.4408268332481384,-0.07201768457889557,0.17816346883773804,0.36704397201538086,-0.09728369861841202,0.1398322582244873,0.3078780472278595,-0.10985052585601807,0.210476815700531,0.567615270614624,-0.018315071240067482,0.18363583087921143,0.4375331699848175,-0.061176590621471405,0.16322751343250275,0.3559695780277252,-0.08458849042654037,0.14806921780109406,0.2861076295375824,-0.0882725864648819,0.15852171182632446,0.6095194816589355,-0.016367409378290176,0.11021280288696289,0.5684654116630554,-0.10262741148471832,0.14623792469501495,0.6432313919067383,-0.12443113327026367,0.1822049766778946,0.6884962916374207,-0.1071743592619896,0.1162504330277443,0.6654394268989563,-0.01849329099059105,0.09118122607469559,0.6332833766937256,-0.09292662143707275,0.1293628215789795,0.690504789352417,-0.10001704841852188,0.16115149855613708,0.7320040464401245,-0.08382906764745712
0.2310105562210083,0.8360764980316162,9.505994853498123e-07,0.28944146633148193,0.7652510404586792,-0.06349790096282959,0.29365074634552,0.6579351425170898,-0.08107190579175949,0.20971690118312836,0.5925912261009216,-0.0935329720377922,0.13482171297073364,0.5487745404243469,-0.10035501420497894,0.2834879159927368,0.5368776321411133,-0.0252569317817688,0.23080456256866455,0.4247400164604187,-0.0648808553814888,0.18721002340316772,0.34835880994796753,-0.09169653803110123,0.1458110511302948,0.2870374023914337,-0.10721755027770996,0.21849468350410461,0.5515541434288025,-0.02336231991648674,0.19605126976966858,0.4133111834526062,-0.06893820315599442,0.17660588026046753,0.3269682824611664,-0.0947328433394432,0.1583338975906372,0.2561558187007904,-0.10125285387039185,0.16304033994674683,0.5933523774147034,-0.03167865797877312,0.12010118365287781,0.5359817743301392,-0.11734755337238312,0.15454719960689545,0.6127814650535583,-0.13598325848579407,0.18540605902671814,0.6645567417144775,-0.11937357485294342,0.11432984471321106,0.653228223323822,-0.043271150439977646,0.10078664869070053,0.6157518625259399,-0.11860537528991699,0.14068813621997833,0.675003707408905,-0.12464074045419693,0.1713641881942749,0.7169729471206665,-0.10908174514770508
0.23733654618263245,0.8260867595672607,9.57689508140902e-07,0.29511702060699463,0.7554807662963867,-0.07223895937204361,0.30096185207366943,0.6403470039367676,-0.08829965442419052,0.21250399947166443,0.572660505771637,-0.09596507996320724,0.13072669506072998,0.5264162421226501,-0.09659520536661148,0.2850797176361084,0.5141847729682922,-0.025960957631468773,0.235270157456398,0.3996445834636688,-0.0635441467165947,0.19402717053890228,0.3227688670158386,-0.08923991024494171,0.15295763313770294,0.2600088119506836,-0.10428304225206375,0.21930083632469177,0.534218430519104,-0.01990964263677597,0.19213677942752838,0.3910226821899414,-0.060340508818626404,0.17577628791332245,0.3067122995853424,-0.08340468257665634,0.15765690803527832,0.23436415195465088,-0.08883199840784073,0.16324900090694427,0.5788047909736633,-0.025702541694045067,0.12332525104284286,0.5205081701278687,-0.11066241562366486,0.16407272219657898,0.5982480645179749,-0.13073186576366425,0.19290459156036377,0.6439330577850342,-0.1152530163526535,0.1134004220366478,0.6392256617546082,-0.035618193447589874,0.10403580218553543,0.6018116474151611,-0.1112290769815445,0.14527824521064758,0.662979245185852,-0.1188112199306488,0.1702660173177719,0.7026718258857727,-0.1049448549747467
0.23502767086029053,0.8214894533157349,9.171329793389305e-07,0.2963516116142273,0.7484438419342041,-0.06449002027511597,0.3061789870262146,0.6330054998397827,-0.08092892915010452,0.22227095067501068,0.562185525894165,-0.09212305396795273,0.13879555463790894,0.5168921947479248,-0.09811452776193619,0.29061901569366455,0.4996672570705414,-0.02039778232574463,0.23998303711414337,0.3877655565738678,-0.056659284979104996,0.19766336679458618,0.3125040531158447,-0.08178357034921646,0.15532542765140533,0.25088220834732056,-0.09736327081918716,0.2242603600025177,0.5177817940711975,-0.019783733412623405,0.19875293970108032,0.3744366466999054,-0.061744336038827896,0.18338988721370697,0.29208502173423767,-0.08517314493656158,0.165321484208107,0.22486776113510132,-0.09088162332773209,0.16572485864162445,0.5654370784759521,-0.02992786467075348,0.1261139214038849,0.49831581115722656,-0.11795594543218613,0.1639312505722046,0.5802246928215027,-0.13615554571151733,0.19074279069900513,0.633743405342102,-0.11903809756040573,0.11267723143100739,0.6317633986473083,-0.04331934079527855,0.10688652098178864,0.5881200432777405,-0.12453650683164597,0.14831985533237457,0.6536401510238647,-0.13199707865715027,0.17351768910884857,0.7000201940536499,-0.1168835461139679
0.24207846820354462,0.8239257335662842,9.724321898829658e-07,0.30380475521087646,0.7463838458061218,-0.06462922692298889,0.3092528283596039,0.6290296316146851,-0.08199724555015564,0.2257189005613327,0.5537806153297424,-0.09405457228422165,0.14267277717590332,0.5091451406478882,-0.1004108190536499,0.2950029969215393,0.49840742349624634,-0.021953441202640533,0.24308717250823975,0.37907731533050537,-0.05795109272003174,0.19892245531082153,0.3010031580924988,-0.0829274132847786,0.15390938520431519,0.23762208223342896,-0.09836433082818985,0.2266090363264084,0.5152787566184998,-0.020452432334423065,0.20104672014713287,0.3664795756340027,-0.0605107918381691,0.1850101351737976,0.2778090536594391,-0.08345214277505875,0.1665343940258026,0.20871448516845703,-0.09004063159227371,0.1658509373664856,0.5613257884979248,-0.02963164635002613,0.13457095623016357,0.4903731346130371,-0.10992664098739624,0.16941103339195251,0.564274787902832,-0.12738852202892303,0.1928986757993698,0.6185094118118286,-0.11254071444272995,0.11143075674772263,0.624817967414856,-0.04283386468887329,0.11243249475955963,0.5850626230239868,-0.11535879969596863,0.15301688015460968,0.6425361633300781,-0.12230600416660309,0.17777930200099945,0.6867257952690125,-0.10900944471359253
